sourceur;full_address;Identifiant;Date de dernière modification;Nom;Label;Label Net-Public;Demande de labellisation Net-Public;Site Web;N° et libellé de voie;Code Insee commune;Code postal;Localité;Téléphone;Email;Latitude;Longitude;Précision;Personne à contacter;Services proposés;accompagnement;formation;acces libre;non;ACC NR;Nombre d'animateurs;Numéro DUI;Photo;Statut;Autre label;N° et libellé de voie.1;Horaires d'ouverture;lundi;mardi;mercredi;jeudi;vendredi;samedi;dimanche;JOURS NR;Entrée - Accès [Accessibilité];Équipement;Entrée - Ouverture de porte [Accessibilité];Entrée - Obstacle à la porte d'entrée [Accessibilité];Circulation - Circulation dans les allées [Accessibilité];Circulation - Accès en fauteuil dans tout le lieu [Accessibilité];Circulation - Ascenseurs (dimensions) [Accessibilité];Services et équipements - Sanitaires [Accessibilité];Services et équipements - Personnel formé à l'accueil des personnes en situation de handicap [Accessibilité];Services et équipements - Personnel initié à la langue des signes [Accessibilité];Extérieur - Place de parking réservée [Accessibilité];Extérieur - Places GIC/GIR à proximité [Accessibilité];Extérieur - Transports accessibles à proximité [Accessibilité];Tarif;Photo.1;Photo.2;Photo.3;N° et libellé de voie.2;Code Insee commune.1;Code postal.1;Localité.1;N° et libellé de voie.3;Circulation - Signalétique adaptée [Accessibilité];Services et équipements - Hauteur adaptée des comptoirs / guichets [Accessibilité];services et équipements - Personnel formé à l'accueil des personnes en situation de handicap [Accessibilité];Services et équipements - Place réservée au PMR [Accessibilité];Extérieur - Enseigne suffisamment lisible et visible [Accessibilité];Spécificité territoriale;Circulation - Ascenseurs (adaptations) [Accessibilité];Photo.4;Photo.5;Photo.6;Photo.7;Photo.8;Flux d'actualité;Courriel;Horaires initiations et ateliers;Entrée - Accès contrôlé [Accessibilité];Circulation - Escaliers [Accessibilité];Services et équipements - Visites adaptées aux personnes ayant une déficience [Accessibilité];Entrée - Largeur de porte en cm [Accessibilité];Circulation - Guidage [Accessibilité];Blog;Extérieur - Trottoirs (Obstacles) [Accessibilité];Entrée - En cas de présence d'une marche, préciser sa hauteur en cm [Accessibilité];Rue, Voie, Chemin;Rue, Voie, Chemin.1;Fédération Nationale de Sport Numérique;Ateliers;Espace Public Numérique (EPN des Yvelines);Commentaire;Intitulé;Autre Site Web;Texte long;N° et libellé de voie.4;N° et libellé de voie.5;Code Insee commune.2;Code postal.2;Localité.2;Site Web2;Vidéo;Circulation - Plan du lieu [Accessibilité];NETPUBLIC;Site Web de Formation ORDIDACTIC60;Vidéo.1;Visio-accueil Pôle-Emploi;Le blog de la médiathèque;Fax;Ce flux présente les actualités locales de l'Espace Informatique Cyber-base®;Ce flux affiche les programmes des ateliers qui sont planifiés à l'Espace Informatique Cyber-base®;Services proposés.1;Villes Internet;Accueil de jeunes;Accueil de seniors;Organisation d'évènements;Centre d'Animation des Portes Ferrées;Personne à contacter.1;Image;N° et libellé de voie.6;Mission;latitude;longitude;result_label;result_score;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode
Gironde;Avenue de la Libération 33680 Lacanau;214C;;Bibliothèque Lacanau ville;PAPI;Bibliothèque;;www.mairie-lacanau.fr;Avenue de la Libération;214;33680;Lacanau;05 56 03 52 83;biblio.ville@mairie-lacanau.fr;;;;Jacqueline Moreau;;0;0;0;0;NR;;;;;;;Mardi 12h30-16h30 Mercredi 14h-17h Vendredi 10h-11h45/16h-18h Samedi 13h-16h (+ Ateliers groupe mercredi et jeudi 10h00-11h45);0;2;3;4;5;6;0;;;;;;;;;;;;;;;Payant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.977902;-1.075553;Avenue de la Libération 33680 Lacanau;0.91;street;33214_XXXX_a9e73a;;Avenue de la Libération;;33680;Lacanau;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33214
Gironde;Espace Enfance Jeunesse – Av. Albert François 33680 Lacanau;214E;;PIJ;PAPI;Jeunesse;;www.mairie-lacanau.fr;Espace Enfance Jeunesse – Av. Albert François;214;33680;Lacanau;05 56 26 03 08;pij.lacanau@wanadoo.fr;;;;;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Payant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.980293;-1.07431;Avenue Albert François 33680 Lacanau;0.51;street;33214_XXXX_97724e;;Avenue Albert François;;33680;Lacanau;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33214
Gironde;Place 11 novembre 33720 Landiras;225A;;Bibliothèque municipale;PAPI;Bibliothèque;;bibliotheque.landiras@orange.fr;Place 11 novembre;225;33720;Landiras;05 56 62 07 15;bibliotheque.landiras@orange.fr;;;;cabannes;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Payant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.566806;-0.415603;Place du 11 Novembre 33720 Landiras;0.83;street;33225_XXXX_76245e;;Place du 11 Novembre;;33720;Landiras;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33225
Gironde;4, Place du docteur Abaut 33550 Langoiran;226A;;Bibliothèque municipale;PAPI;Bibliothèque;;;4, Place du docteur Abaut;226;33550;Langoiran;05.56.67.66.85;bibliotheque-langoiran@wanadoo.fr;;;;Céline Grenet;;0;0;0;0;NR;;;;;;;Lundi : 13h-17h Mardi au vendredi : 9h30/17h;1;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.708183;-0.401049;4 Place du Docteur Abaut 33550 Langoiran;0.91;housenumber;ADRNIVX_0000000332936112;4;Place du Docteur Abaut;;33550;Langoiran;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33226
Gironde;44,cours Gambetta 33210 LANGON;4f3401f9de77fe55ff000cfe;14/02/2012;Mission Locale Sud Gironde;Point Cyb;1;0;;44,cours Gambetta;33227;33210;LANGON;+33 5 57 98 09 89;mlsg.bij@wanadoo.fr;44.553196;-0.252449;8;"Responsable de la structure : Laurent KRESSMANN
Responsable du point cyb : Nathalie LEGLISE";;0;0;0;0;NR;;6034;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.55342;-0.252627;44 Cours Gambetta 33210 Langon;0.93;housenumber;ADRNIVX_0000000276584873;44;Cours Gambetta;;33210;Langon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33227
Gironde;20-22 cours du Maréchal de Lattre de Tassigny 33210 LANGON;4f3401abde77fe55ff000658;14/02/2012;Bibliothèque intercommunale de Langon;;1;0;http://www.bibliotheques-paysdelangon.net/;20-22 cours du Maréchal de Lattre de Tassigny;33227;33210;LANGON;+33 5 56 62 33 39;bibliotheque-langon@cc-paysdelangon.fr;44.552186;-0.245459;8;Jocelyne Hubert;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;10140;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.551996;-0.24532;22 Cours du Maréchal de Lattre de Tassigny 33210 Langon;0.88;housenumber;ADRNIVX_0000000276586155;22;Cours du Maréchal de Lattre de Tassigny;;33210;Langon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33227
Gironde;22 rue Jules Ferry 33210 LANGON;4f3401abde77fe55ff000655;14/02/2012;P@T de Langon;;1;0;;22 rue Jules Ferry;33227;33210;LANGON;+33 5 57 98 02 49;;44.547896;-0.254128;8;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;10136;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.549058;-0.252896;22 Rue Jules Ferry 33210 Langon;0.93;housenumber;ADRNIVX_0000000276587872;22;Rue Jules Ferry;;33210;Langon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33227
Gironde;20 bis rue Abel Gourgues 33210 LANGON;5125f030de77fe1d5e00000c;21/02/2013;club informatique du langonnais;;1;0;http://www.cil-langon.net;20 bis rue Abel Gourgues;33227;33210;LANGON;05 56 76 17 57;cil.langon@gmail.com;;;;Christian MAINTENANT;"Accompagnement individuel et collectif
Initiation Internet et multimédia
Accueil de personnes handicapées
Accueil de jeunes
Accueil de seniors
Centre d'évaluation PIM";1;40;0;0;;2;;;Structure associative;;;"9h à 12 h & 14 h à 18 h 
lundi au vendredi 
sauf mardi fermeture 17h";1;2;3;4;5;0;0;;Plain-pied;"10 POSTES
1 IMPRIMANTE
UN RÉSEAU 
UN ACCÈS WIFI
VIDÉO PROJECTEUR";Manuelle;;Aisée;Total;;Aménagés;;;1;;;"ADHÉSION ANNUELLE 150€
ADHÉSIONS SPÉCIALES ( ADAPTÉES A CHAQUE CAS)";;;;;;;;;;;;;1;ZRR (zone de revitalisation rurale);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.554344;-0.252594;20 BIS Rue Abel Gourgues 33210 Langon;0.93;housenumber;ADRNIVX_0000000276583514;20 BIS;Rue Abel Gourgues;;33210;Langon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33227
Gironde;20-22 Cours du Maréchal de Lattre de Tassigny 33210 Langon;227A;;Bibliothèque intercommunale;PAPI;Bibliothèque;;http://www.langon33.fr;20-22 Cours du Maréchal de Lattre de Tassigny;227;33210;Langon;05 56 62 33 39;bibliothequemunicipale.langon@wanadoo.fr;;;;Jocelyne HUBERT;;0;0;0;0;NR;;;;;;;Mardi/Mercredi : 13h-19h Jeudi : 9h-12h/13h-19h Vendredi : 9h-12h/14h-19h samedi : 14h-18h (vacances scolaires Lundi : 13h-19h Mardi/Mercredi/Vendredi : 11h-19h Jeudi : 11h-22h);1;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.551996;-0.24532;22 Cours du Maréchal de Lattre de Tassigny 33210 Langon;0.88;housenumber;ADRNIVX_0000000276586155;22;Cours du Maréchal de Lattre de Tassigny;;33210;Langon;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33227
Gironde;" 33138 Lanton";229A;;Bibliotheque municipale;PAPI;Bibliothèque;;;;229;33138;Lanton;;http://mediatheque.ville-lanton.fr/absopac/;;;;;;0;0;0;0;NR;;;;;;;mardi/vendredi : 14h-18h mercredi : 10h-12h30/14h-19h samedi : 10-12h30/14h-18h;0;2;3;0;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.702988;-1.036237;Lanton;0.92;municipality;33229;;Lanton;;33138;Lanton;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33229
Gironde;106 le Bourg 33620 Laruscade;233A;;Bibliothèque municipale;PAPI;Bibliothèque;;;106 le Bourg;233;33620;Laruscade;05 57 68 67 18;mairie-laruscade.fr;;;;Mme Hervé;;0;0;0;0;NR;;;;;;;Mardi/Jeudi : 14h-18h Mercredi : 9h-12h/14h-18h Samedi : 9h-12h/14h-17h + Vendredi (pendant vacances scolaires) : 14h-18h;0;2;3;4;5;6;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.108818;-0.341328;106 Le Bourg 33620 Laruscade;0.91;housenumber;ADRNIVX_0000000275967428;106;Le Bourg;;33620;Laruscade;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33233
Gironde;3 Rue des arpèges 33360 Latresne;234A;;Bibliothèque municipale;PAPI;Bibliothèque;;;3 Rue des arpèges;234;33360;Latresne;05.56.20.72.34;bibliotheque.latresne@wanadoo.fr;;;;;;0;0;0;0;NR;;;;;;;lundi au vendredi : 9h-12h15/ 13h15-18h;1;2;3;4;5;0;0;;;;;;;;;;;;;;;Gratuit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.787106;-0.484868;3 Rue des Arpèges 33360 Latresne;0.91;housenumber;ADRNIVX_0000000276389155;3;Rue des Arpèges;;33360;Latresne;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33234
Gironde;Maison du Bourg – 3 Rue des arpèges 33360 Latresne;234B;;PIJ;PAPI;Jeunesse;;;Maison du Bourg – 3 Rue des arpèges;234;33360;Latresne;05 56 20 82 23;pij-portesentredeuxmers@wanadoo.fr;;;;Jeanne Arloing;;0;0;0;0;NR;;;;;;;Lundi : 14h-18h30 Mardi/Mercredi/Vendredi : 9h-12h30/14h-18h30 Jeudi : 14h-18h30 Samedi : 9h-12h30;1;2;3;4;5;6;0;;;;;;;;;;;;;;;Payant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.787106;-0.484868;3 Rue des Arpèges 33360 Latresne;0.6;housenumber;ADRNIVX_0000000276389155;3;Rue des Arpèges;;33360;Latresne;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33234
Gironde;Le Chalet 32 avenue des Pyrénées 33114 LE BARP;4f34022fde77fe55ff00118d;14/02/2012;Médiathèque Le Chalet;;0;0;;Le Chalet 32 avenue des Pyrénées;33029;33114;LE BARP;+33 5 56 88 63 90;mediatheque.lebarp@wanadoo.fr;44.624728;-0.763586;4;;;0;0;0;0;NR;;7891;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.605861;-0.769915;32 Avenue des Pyrénées 33114 Le Barp;0.71;housenumber;ADRNIVX_0000000276551791;32;Avenue des Pyrénées;;33114;Le Barp;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33029
Gironde;Hôtel de ville Le Bouscat, place Gambetta Service Bij/Mission Locale 33110 LE BOUSCAT;4f3401f4de77fe55ff000ca3;14/02/2012;BIJ Le Bouscat;Point Cyb;1;0;;Hôtel de ville Le Bouscat, place Gambetta Service Bij/Mission Locale;33069;33110;LE BOUSCAT;+33 5 56 43 98 08;infojeune@mairie-le-bouscat.fr;44.865494;-0.603147;4;Melle Audrey CALLUAUD;"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet";1;27;0;0;;1;5830;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.865609;-0.600312;Place Gambetta 33110 Le Bouscat;0.34;street;33069_XXXX_cd4957;;Place Gambetta;;33110;Le Bouscat;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33069
Gironde;17 Place Franklin Roosevelt 33110 Le Bouscat;69A;;Bibliothèque municipale;PAPI;Bibliothèque;;http://www.mairie-le-bouscat.fr;17 Place Franklin Roosevelt;69;33110;Le Bouscat;05 57 22 26 62;bibliotheque@mairie-le-bouscat.fr;;;;;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.866044;-0.599139;17 Place du Président Franklin Roosevelt 33110 Le Bouscat;0.71;housenumber;ADRNIVX_0000000276185483;17;Place du Président Franklin Roosevelt;;33110;Le Bouscat;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33069
Gironde;rue de Los Heros 33185 LE HAILLAN;4f3401aede77fe55ff00067f;14/02/2012;Centre de loisirs Le Ranch;;0;0;;rue de Los Heros;33200;33185;LE HAILLAN;+33 5 57 93 11 98;;44.87047;-0.672863;6;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;10181;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.87157;-0.673917;Rue de Los Héros 33185 Le Haillan;0.91;street;33200_0569_cdfc83;;Rue de Los Héros;;33185;Le Haillan;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33200
Gironde;30 rue de Los Heros 33185 LE HAILLAN;4f340234de77fe55ff001202;14/02/2012;Le Haillan Espace multimédia;Cyber-base;1;0;http://lehaillan.cyber-base.org/;30 rue de Los Heros;33200;33185;LE HAILLAN;+33 5 57 93 11 31;cbbhaillan@cyber-base.org;44.872007;-0.674061;7;WYSTRACH  Laetitia;"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives";1;27;0;0;;1;8028;"<image alt=""Cyber-base Le Haillan"" height=""400"" src=""http://delegation.internet.gouv.fr/bddui/api/images/photos_epn/7542371.jpg"" />";;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.874439;-0.676265;30 Rue de Los Héros 33185 Le Haillan;0.91;housenumber;ADRNIVX_0000000276167032;30;Rue de Los Héros;;33185;Le Haillan;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33200
Gironde;260 rue Pasteur 33290 LE PIAN MEDOC;4f3401aade77fe55ff000640;14/02/2012;Bibliothèque;;0;0;;260 rue Pasteur;33322;33290;LE PIAN MEDOC;+33 5 56 35 17 74;bibliotheque.lepian@wanadoo.fr;44.954149;-0.668948;8;Agnès Guicheney;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;10112;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.955112;-0.670021;260 Rue Pasteur 33290 Le Pian-Médoc;0.91;housenumber;ADRNIVX_0000000276067525;260;Rue Pasteur;;33290;Le Pian-Médoc;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33322
Gironde;56 avenue de Soulac 33320 LE TAILLAN MEDOC;4f3401abde77fe55ff000662;14/02/2012;Bibliothèque;;0;0;;56 avenue de Soulac;33519;33320;LE TAILLAN MEDOC;+33 5 56 35 60 96;bibliotheque@taillan-medoc.fr;44.904122;-0.668751;8;Rowena Bayle;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;10151;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.904571;-0.668955;56 Avenue de Soulac 33320 Le Taillan-Médoc;0.92;housenumber;ADRNIVX_0000000332777010;56;Avenue de Soulac;;33320;Le Taillan-Médoc;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33519
Gironde;75 avenue de la mairie 33950 LEGE CAP FERRET;4f3401aade77fe55ff00063e;14/02/2012;PIJ espace jeune;;0;0;;75 avenue de la mairie;33236;33950;LEGE CAP FERRET;+33 5 57 17 07 80;pij.al@ville-lege-capferret.fr;44.793163;-1.146753;7;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;10110;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.794652;-1.147351;75 Avenue de la Mairie 33950 Lège-Cap-Ferret;0.91;housenumber;ADRNIVX_0000000276331226;75;Avenue de la Mairie;;33950;Lège-Cap-Ferret;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33236
Gironde;37, route de Bordeaux PETIT-PIQUEY 33950 LEGE CAP FERRET;4f34022fde77fe55ff00118e;14/02/2012;Médiathèque Bibliothèque;;0;0;;37, route de Bordeaux PETIT-PIQUEY;33236;33950;LEGE CAP FERRET;+33 5 56 60 81 78;mediatheque.lege@aquitaine-network.fr;44.713122;-1.215385;4;;;0;0;0;0;NR;;7893;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.725158;-1.201049;37 Route de Bordeaux 33950 Lège-Cap-Ferret;0.7;housenumber;ADRNIVX_0000000311815611;37;Route de Bordeaux;;33950;Lège-Cap-Ferret;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33236
Gironde;rue du 19 mars - BP 38 33850 Léognan;238B;;Cyberespace - Espace culturel G. Brassens;PAPI;Culture;;www.mairie-leognan.fr;rue du 19 mars - BP 38;238;33850;Léognan;05 57 96 01 35;ecgb.leognan@voila.fr;;;;Elisabeth Marias;;0;0;0;0;NR;;;;;;;merc  9-12, samedi 10-12;0;0;0;0;0;6;0;;;;;;;;;;;;;;;Payant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.730648;-0.600381;Rue du 19 Mars 1962 33850 Léognan;0.65;street;33238_0178_4155f8;;Rue du 19 Mars 1962;;33850;Léognan;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33238
Gironde;Rue du 19 mars 1962 - BP 38 33850 Léognan;238A;;Bibliotheque municipale Georges Brassens;PAPI;Bibliothèque;;www.mairie-leognan.fr;Rue du 19 mars 1962 - BP 38;238;33850;Léognan;05 57 96 01 33;bibliotheque@mairie-leognan.fr;;;;Sylvie Da Costa;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;Payant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.730648;-0.600381;Rue du 19 Mars 1962 33850 Léognan;0.77;street;33238_0178_4155f8;;Rue du 19 Mars 1962;;33850;Léognan;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33238
Gironde;2, Rue du Bocage 33500 Les Billaux;52A;;Bibliothèque municipale;Projet;Bibliothèque;;;2, Rue du Bocage;52;33500;Les Billaux;05.57.51.28.76;mairie.lesbillaux@wanadoo.fr;;;;DOMINGUEZ Christel;;0;0;0;0;NR;;;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.954278;-0.238413;Rue du Bocage 33500 Les Billaux;0.85;street;33052_0080_e7e8e6;;Rue du Bocage;;33500;Les Billaux;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33052
Gironde;189 avenue Maréchal Foch Centre les berges de l'isle 33500 LIBOURNE;4f3401a4de77fe55ff000596;14/02/2012;Mission locale;;0;0;http://www.jeuneslibournais.org/;189 avenue Maréchal Foch Centre les berges de l'isle;33243;33500;LIBOURNE;+33 5 57 51 71 27;m.locale.libourne@wanadoo.fr;44.920319;-0.228783;4;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;9927;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.605986;5.219538;Rue Aristide Berges 38080 L'Isle-d'Abeau;0.26;street;38193_0024_42b477;;Rue Aristide Berges;;38080;L'Isle-d'Abeau;38, Isère, Auvergne-Rhône-Alpes (Rhône-Alpes);38193
Gironde;33 allées Robert Boulin Résidence Quilliot 33500 LIBOURNE;4f3401a4de77fe55ff000593;14/02/2012;BIJ;;0;0;;33 allées Robert Boulin Résidence Quilliot;33243;33500;LIBOURNE;+33 5 57 74 06 52;bij@mairie-libourne.fr;44.920319;-0.228783;4;;"Accompagnement individuel
Initiation Internet et multimédia";1;27;0;0;;1;9924;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.917499;-0.240716;33 Allée Robert Boulin 33500 Libourne;0.61;housenumber;ADRNIVX_0000000276113457;33;Allée Robert Boulin;;33500;Libourne;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33243
Gironde;7 Bis rue Max Linder 33500 LIBOURNE;4f340213de77fe55ff000f6a;14/02/2012;ACIFOP Libourne;;1;0;http://www.acifop.com/;7 Bis rue Max Linder;33243;33500;LIBOURNE;+33 5 57 25 40 50;acifop.libourne@acifop.com;44.93815;-0.235791;8;Anne Marie ROUX;;0;0;0;0;NR;;7135;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.938042;-0.23593;7 B Rue Max Linder 33500 Libourne;0.83;housenumber;ADRNIVX_0000000276087342;7 B;Rue Max Linder;;33500;Libourne;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33243
Gironde;Résidence Vieux Tilleul, Bât C 33500 LIBOURNE;4f3401c4de77fe55ff00083a;14/02/2012;Association Multimicro, club de Libourne;;0;0;http://www.multimicro.org/;Résidence Vieux Tilleul, Bât C;33243;33500;LIBOURNE;+33 5 57 51 80 36;contact@multimicro.org;44.920319;-0.228783;4;Mme Cabassy Suzanne;"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Pratiques culturelles, création artistique 
Démarches administratives";1;27;0;0;;1;10658;;;;;;0;0;0;0;0;0;0;NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.903477;-0.211892;Résidence du Vieux Tilleul 33500 Libourne;0.75;locality;33243_XXXX_d97da2;;Résidence du Vieux Tilleul;;33500;Libourne;33, Gironde, Nouvelle-Aquitaine (Aquitaine);33243
