Nom;Présentation;Photo;Horaires d'ouverture;Services itinérants;Adresse;Complément d'adresse;Code Postal;Ville;Email de contact;Site internet;Téléphone;Parking à proximité;Accès transports en commun;Plan d'accès;Accessibilité;Lien Facebook;Lien Twitter;Lien Google+;Date de création de la fiche;Date de la dernière modification de la fiche;Pôle emploi;CPAM;CNAV;GRDF;La Poste;MSA;CAF;Agence départementale d'information sur le logement (ADIL);Agence locale de l’énergie (ALE);Banque de France;Cap Emploi;Centre communal d'action sociale (CCAS);Centre intercommunal d’action sociale (CIAS);Centre local d'information et de coordination (CLIC);Centre social;Chambre d'agriculture;Chambre de commerce et d'industrie (CCI);Chambre de métiers et de l'artisanat (CMA);Conseil départemental;Conseil départemental de l’accès au droit (CDAD);Croix-Rouge;Défenseur des droits;EDF;Fédération nationale des accidentés du travail et des handicapés (FNATH);Greta (formation continue pour les adultes);Maison de l'emploi;Maison départementale des personnes handicapées (MDPH);Médecine du travail;Mission locale;Plan local pour l'insertion et l’emploi (PLIE);Point d'accès au droit;Point d'appui à la vie associative;Point Info Famille;Point Info Jeunesse;Point Protection Maternelle Infantile;Préfecture;Protection, Amélioration, Conservation, Transformation de l'habitat (PACT);Régime social des indépendants (RSI);Réseau d'Ecoute, d'Appui et d'Accompagnement des Parents (REAAP);Trésor Public;Union de Recouvrement des Cotisations de Sécurité Sociale et d'Allocations Familiales (URSSAF);Union départementale des associations familiales (UDAF);Autre;Autres partenaires et services;Planning des permanences;Equipements à disposition;Autres équipements;Dans les mêmes locaux;Autres services dans les locaux;Année d'ouverture de la maison;Année de labellisation de la maison;Structure porteuse de la Maison de services au public;Appartenance à un réseau territorial;Connexion avec d'autres Maisons de services au public;Autres labels;Informations complémentaires
Ségala-Limargue (Leyme);En un même lieu, vous serez reçu par un agent d’accueil qui vous donnera des informations générales ou personnalisées, vous aidera à effectuer des démarches administratives (dossier papier ou en format numérique) relevant de plusieurs administrations ou organismes publics (Pôle Emploi, CAF, CPAM, CARSAT, ERDF, Banque de France, ADIL, Mission Locale, …), vous mettra si besoin en relation avec un conseiller spécifique. Vous aurez un accès libre à Internet pour utiliser les services en ligne, réaliser des téléprocédures, créer un compte de messagerie mail,…;Oui;Lundi 13h-16h Mardi 9h- 16h Mercredi 10h-16h Jeudi 14h-19h Vendredi 13h-16h;Oui;rue principale;dans les locaux du Pôle MultiCulturel;46120;Leyme;msapleyme@gmail.com;Site internet;0565389817,0565100780,0565100782;Oui;;Non;Handicap moteur;;;;24/02/2016;22/06/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Oui;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner;;Bureau de Poste|Centre social|Espace Public Numérique|Mairie|Médiathèque;;;;Mairie;;;;
Ségala-Limargue (Sousceyrac-en-Quercy);;Non;;;Place de l'Eglise;;46190;Sousceyrac;;;;Non;;Non;;;;;05/02/2018;22/06/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Oui;Oui;;Non;;;;;;;Mairie;;Ségala-Limargue (Leyme);;
Segonzac( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi : 9h - 12h et 13h30 - 16h Mardi : 9h - 12h et 13h30 - 16h Mercredi : 9h - 12h et 13h30 - 16h Jeudi : 9h - 12h et 13h30 - 16h Vendredi : 9h - 12h et 13h30 - 16h Samedi : 9h -12h;Non;33 rue Gaston Briand;;16130;Segonzac;msap.segonzac@laposte.fr;;0545834608;Oui;;Non;Handicap moteur, Handicap visuel;;;;21/11/2016;15/03/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;04/11/2016;04/11/2016;La Poste;;;;
Seignelay;De l’information transversale de premier niveau à l’accompagnement de l’usager dans des démarches spécifiques, les MSAP articulent présence humaine et outils numériques. Elles apportent des aides et des conseils personnalisés sur les prestations sociales, la formation, la mobilité, l’énergie, le développement économique, l’offre culturelle, etc. La MSAP de Seignelay accueille également une agence postale communale.;Non;Mardi : 9h00-11h45 et 14h00-18h00 Mercredi  : 9h00-11h45 et 14h00-18h00 Jeudi  : 9h00-11h45 et 14h00-18h00 Vendredi  : 9h00-11h45 et 14h00-18h00 Samedi  : 8h30-12h00  ;Non;6 rue Gatelot;;89250;Seignelay;msap@seignelay.fr;Site internet;0386310817;Oui;;Non;;https://www.facebook.com/msapseignelay/?ref=aymt_homepage_panel;;;20/09/2017;22/06/2018;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;"Association PC-Light - internet SCANI; Diététicienne; Réflexologue";Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner;;Espace Public Numérique;;19/09/2017;;Mairie;;;;
Sellières ( Bureau de Poste );Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi 9h15-12 et 14h-16h mardi 9h15-12h et 14h-16h mercredi 9h15-12h et 14h-16h jeudi 9h15-12h et 14h-16h vendredi 9h15-12h et 14h-16h samedi 9h-12h30;Non;Rue Jean Moulin;;39230;Sellières;msap.sellieres@laposte.fr;;;Oui;;Non;;;;;21/11/2016;24/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;07/10/2016;07/10/2016;La Poste;;;;
Semur-en-Auxois;La Maison de Services Au Public du Centre Social de Semur-en-Auxois a pour finalité d'offrir aux habitants un lieu d'accueil et d'accompagnement, leur permettant d'obtenir des renseignements administratifs divers et d'effectuer des démarches multiples.;Oui;Lundi de 14h à 18h30  Mardi de 10h à 12h et de 13h30 à 16h30 sur rendez-vous  Mercredi de 10h à 12h Jeudi 10h à 12h et de 13h30 à 18h30 sur rendez-vous  Vendredi de 9h à 12h et de 13h30 à 17h sur rendez-vous;;1, avenue Pasteur;;21140;Semur-en-Auxois;msap.semur@gmail.com;;03 80 97 09 27 ou 06 62 27 01 01;Oui;Bus;Non;Handicap mental, Handicap moteur;https://www.facebook.com/Maison-de-Services-au-Public-de-Semur-en-Auxois-1596434...;;;15/09/2016;25/04/2018;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Orvitis GPSAM Adosphère;Oui;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Wifi;;Centre communal d'action sociale (CCAS)|Centre social|Espace Public Numérique;;05/09/2016;01/09/2016;Centre Social;;;;
Sennecey le Grand;Dans le cadre du développement des territoires ruraux, la Maison de services au Publics vise à apporter un service optimal aux habitants de la Communauté de Communes en leur simplifiant leur quotidien.;Oui;Lundi      : 9h - 12h et 14h - 17h Mardi      : 9h - 12h et 14h - 17h Mercredi  : 9h - 12h et 14h - 17h Jeudi       : 9h - 12h et 14h - 17h Vendredi  : 9h - 12h et 14h - 17h;Non;32 rue des mûriers;;71240;Sennecey-le-Grand;msap.sennecey@orange.fr;;03 85 44 99 28;Oui;;Oui;Handicap moteur;;;;24/02/2016;30/03/2017;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;UFC - Que choisir 71, Bresse Initiative, SAMSAH, Solidarité Partage, Association Le Pont;Oui;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Téléphone|Wifi;;;Communauté de communes et Pôle santé à côté;01/10/2014;04/03/2016;"Communauté de communes ""Entre Saône et Grosne""";;;;
Senones;La Maison de Services au Public de Senones, portée par une volonté forte des élus de la communauté d'agglomération de Saint Dié des Vosges, permet de centraliser en un même lieu les informations et les conseils pour les recherches et les démarches relatives à l’emploi, la formation, le logement, la sécurité sociale et les questions administratives aussi diverses que variées. Cette formule correspond à un double besoin de proximité humaine et de service de qualité pour les usagers. La MSAP s’intègre dans une stratégie territoriale qui trouve naturellement sa place. C’est dans cet esprit de modernisation et d’humanisation du service public que se situe la Maison de Services au Public de Senones.;Oui;* Sur RDV de 8h à 9 h           Lundi 8 h - 12 h*   Mardi 8 h - 12 h*   Mercredi 8 h - 12 h* 13h30 - 17 h30 Jeudi 8 h - 12 h* 13h30 -17 h30 Vendredi  9 h - 12 h  ;Non;9 Place Domaine Calmet;office de tourisme du pays des abbayes;88210;Senones;nadine.thomas@ca-saintdie.fr;;03 29 55 37 52;Oui;;Non;Handicap moteur;https://www.facebook.com/Maisons-de-services-au-public-Vosges-251491571576915/?r...;;;24/02/2016;19/06/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Réseau Assistance Maternelle, FMS - Référent RSA, Organismes de formation, Assistante sociale CARSAT, Conciliateur de justice;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence|Wifi;;Relai Assistantes Maternelles (RAM);Dans un rayon de 50 mètres CCAS Communauté de Communes Mairie MSVS Trésor Public PTT;01/10/2012;01/10/2012;COMMUNAUTE D AGGLOMERATION DE SAINT DIE DES VOSGES;;;;
Sens-de-Bretagne (Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;FERME LE LUNDI Mardi : 9h-17h30 Mercredi : 9h-17h30 Jeudi : 9h-17h30 Vendredi : 9h-17h30 Samedi : 9h-12h;Non;Place de la Gare;;35490;Sens-de-Bretagne;msap.sens-de-bretagne@laposte.fr;;;Non;;Non;;;;;03/10/2016;24/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;01/12/2016;24/11/2016;La Poste;;;;
Seppois-le-Bas ( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi : Fermé le matin / 14h00 - 17h00 Mardi : 09h00 - 12h00 / 14h00 - 17h00 Mercredi : 09h00 - 12h00 / Fermé l'après-midi Jeudi : 09h00 - 12h00 / 14h00 - 17h00 Vendredi : 09h00 - 12h00 / 14h00 - 17h00 Samedi : 09h00 - 12h00;Non;32 rue du GMA;;68580;Seppois-le-Bas;msap.seppois-le-bas@laposte.fr;;;Non;;Non;;;;;04/10/2016;27/02/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;;;La Poste;;;;
Serent ( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;LUNDI 09H00 -12H00 14H00-16H30 MARDI 09h00-12h00 14h00 -16h30 MERCREDI 09H00-12H00 14H00-16H30 JEUDI 09H00-12H00 14H30-16H30 VENDREDI 09H00-12H00 14H00-16H45 SAMEDI 09H00-12H00;Non;rue Vautelin et Mariani;;56460;Sérent;msap.serent@laposte.fr;;;Oui;;Non;;;;;21/11/2016;24/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;15/11/2016;15/11/2016;La Poste;;;;
Serre-Ponçon Antenne Principale d'Embrun;Une équipe vous accueille, vous informe et vous oriente dans vos démarches de la vie professionnelle et quotidienne. Une Maison de Services au public équipée d'un espace documentation, d'un point accueil saisonnier et d'un point Visio. Une connexion Internet réservée pour toutes démarches administratives et pour les recherches d'emploi, un service de téléphonie, fax, photocopie et scan Des Informations: Emploi, Formation, Orientation, accompagnement, démarches administratives.;Oui;Lundi: 8h-12h et 13h30-17h Mardi: 8h?-12h et 13h30-17h Mercredi: 8h-12h et 13h30-17h Jeudi: 8h-12h et 13h30-17h Vendredi: 8h-12h et 13h30-17h  ;Oui;Place Dongois;;05200;Embrun;msapembrun@ccserreponcon.com;Site internet;04 92 22 27 60;Oui;;Non;;https://www.facebook.com/;;;16/03/2016;15/06/2018;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;CIBC, Armée de Terre, Hautes Alpes Emploi Relais, Marine Nationale, Isatis, Mapemonde, CARSAT, ADSEA, PJJ, Initiative Nord Hautes-Alpes, CCI, CBE Emergence, Chambre des Métiers et l'Artisanat, Accès Conseil, CIDFF, SPIP Visio RDV;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence;;;;01/09/2011;27/02/2012;Communauté de Communes de l'Embrunais;;Maison des services au public Serre -Ponçon antenne Savinoise;;
Serres-Castet;Le service de MSAP au Centre Alexis Peyret est un lieu unique où l’on peut obtenir des informations du quotidien, relevant de plusieurs administrations ou organismes publics : la Caisse d’Allocation Familiale, le Pôle Emploi et la Caisse Primaire d’Assurance Maladie. Depuis janvier 2018 les services dématérialisés de la Préfecture entrent également dans le champ de compétence de la MSAP de Serres-Castet. Pour permettre l’efficacité de ces permanences trois agents MSAP ont suivis les formations nécessaires proposées par les partenaires. Du matériel informatiques est à disposition pour les manipulations en autonomie. ? Accueil, information et orientation, ? Aide à l'utilisation des services en ligne, ? Accompagnement dans les démarches administratives, ? Mises en relation avec les partenaires.;Oui;Lundi : 9h à 12h et de 14h à 18h. Mardi : 9h à 12h et de 14h à 18h. Mercredi : 9h à 12h et de 14h à 18h Jeudi : 9h à 12h et de 14h à 18h. Vendredi : 9h à 12h et de 14h à 18h;Non;2 rue Aristide finco Centre Alexis Peyret;;64121;Serres-Castet;cs-alexispeyret@csap.fr;Site internet;0559331166;Oui;IDELIS;Non;Handicap moteur, Handicap visuel;;;;09/06/2017;22/06/2018;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;;;;;;;Association;;;;
Serrières ( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;LUNDI : 8H30-11H30 /13H30-16H30 MARDI : 9H00-11H30 /13H30-16H30 MERCREDI : 8H30-11H30 /13H30-16H30 JEUDI : 8H30-11H30 /13H30-16H30 VENDREDI : 8H30-11H30 /13H30-16H30 SAMEDI : 8H30-11H30;Non;54 Quai Jules Roche;;07340;Serrières;msap.serrieres@laposte.fr;;;Oui;LIGNE DE BUS N°75 DE LYON PERRACHE OU GARE DE PEAGE DE ROUSSILON VERS ANNONAY LIGNE DE BUS LE 7 LE PEAGE DE ROUSSILLON CHANAS SAINT RAMBERT ANDANCETTE ANDANCE CHAMPAGNE ANNONAY;Non;Handicap auditif, Handicap moteur;;;;21/11/2016;24/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Société d'Aménagement Urbain et Rural;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;05/12/2016;05/12/2016;La Poste;;;;
Serrois;"La Maison des services au public du Serrois est un lieu d'accueil et d'accompagnement des publics sur différentes démarches (Emploi, formation, recherche logement, santé, vie quotidienne, démarches administratives...).Elle dispose d'un point visio et de trois postes informatiques en accès libre; Elle est dotée d'une salle informatique avec 5 postes pour des formations animées par une animatrice multimédia. Un espace de coworking a vu le jour en 2016. Elle est labélisée Point Information Jeunesse, 25 partenaires assurent des permanences soit en présentiel, soit par visio Elle gère un service de portage de repas à domicile. La Maison des Services Publics est également un lieu de développement des projets.";Oui;La Maison de Services Au Public est ouverte au public du : - lundi au vendredi de 8 h 30 à 12 h et de 14 h à 17 h - Espace ouvert d'éducation permanente le lundi de 12 h 30 à 14 h et le jeudi de 12 h 30 à 14 h;Non;rue des jardins;;05700;Serres;msap.serrois@sisteronais-buech.fr;;0492670825;Oui;;Non;Handicap auditif, Handicap mental, Handicap moteur, Handicap visuel;https://www.facebook.com/Point-Information-Jeunesse-Serres-1661720704067056/;;;24/02/2016;05/02/2018;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;- Hautes Alpes Emploi Relais - EDF - Centre de ressources à la Vie Associative - Croix Rouge - Conseil général (Assistante sociale, opérateur d'insertion, référente handicap, puéricultrice....) - Mediat 3 - Isatis - Icoref - CAUE - Point Info Energie - Carsat - Boutique de Gestion - Dispositif MAIA - Coodyssée - SPIP - Maison des Adolescents - CSAP - Les impôts;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Visio conférence|Wifi;video projecteur salle de réunion;Communauté de communes|Espace de coworking|Espace Public Numérique;;02/05/1996;20/03/2007;Communauté des Communes du Serrois;ARETS;;point Information Jeunesse MDA Point Information Famille Espace Ouvert d'éducation permanente;
Service Public Itinérant de la Communauté de Communes Thiérache Sambre et Oise;• UNE PREMIÈRE EN FRANCE ! Les services publics itinérants sont conçus sur le même principe qu’une Maison de Service au Public, ils doivent permettre de délivrer une offre de proximité et de qualité à l’attention de tous les publics. De l’information transversale de 1er niveau à l’accompagnement de l’usager sur des démarches spécifiques, l’expérimentation Services Publics itinérants articule présence humaine et outils numériques. Ayant pris connaissance des conclusions du rapport du député Nicolas BAYS relatif aux services publics itinérants, le 3e Comité Interministériel aux Ruralités réuni en mai 2016 à Privas a décidé d’officialiser le statut de « département pilote » pour l’Aisne. Les SPI mis en place dans la Communauté de Communes Thiérache Sambre & Oise sont les premiers à voir le jour sur le territoire national.;Oui;Lundi/Mardi 9h30-12h15 13h45-16h30 Jeudi/Vendredi 9h30-12h15 13h45-16h30;Oui;6 rue André Godin;;02120;Guise;a.humbert@cctso.fr;Site internet;03.23.61.12.17;Non;;Non;;;;;30/10/2017;30/03/2018;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;IRCANTEC ARRCO-AGIRC CNRACL;Non;Accès Internet|Imprimante|Photocopieuse|Scanner|Téléphone|Wifi;;;;31/01/2017;;Communaute de Communes Thièrache Sambre et Oise;;;;
Seurre ( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui;Lundi : 9h -12h 14h 17h Mardi  : 9h -12h 14h 17h Mercredi  : 9h -12h 14h 17h Jeudi  : 9h -12h 14h 17h Vendredi  : 9h -12h 14h 17h Samedi 9h - 12H;Non;22 RUE DE LA REPUBLIQUE;;21250;Seurre;msap.seurre@laposte.fr;;;Oui;;Non;;;;;22/12/2016;24/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;06/02/2017;06/03/2017;La Poste;;;;
Seyne-sur-Mer;La Maison de Services Au public de la Seyne sur Mer est intégrée à un GIP et regroupe sur un même lieu : un web service de la Caf avec des opérateurs pour vous guider dans vos démarches, une information de premier niveau et un accès à vos dossiers par informatique pour la Carsat sud est (caisse de retraite), la maison de justice et du droit (accès à des consultations gratuites, avocats, médiateur, conciliateur etc), les services sociaux du conseil départemental (assistantes sociale), une PMI (consultations, vaccinations) divers associations d'accompagnement vers l'emploi, vers l'accès au logement, aide au montage de dossiers administratifs, aide à la rédaction (écrivain public), accompagnement individualisé des familles pour les enfants fragiles.;Oui;du lundi au vendredi 8 h 30 à 12 h du lundi au vendredi 13 h 15 à 17 h  ;Non;98 Avenue Louis Pergaud;;83500;La Seyne-sur-Mer;giplaseyne@hotmail.fr;;04.94.10.93.50;Oui;ligne 8 hopital ligne 81 St-Laurrent ou Prairial;Non;Handicap mental, Handicap moteur, Handicap visuel;;;;10/06/2016;16/06/2016;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;CESAM ADAJETI VAR INITIATIVE ACEP CRESUS OVA;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Wifi;;;;26/04/1999;26/05/2016;GIP Maison des Services;réseau des MSAP;;;
Signy l'Abbaye;La Maison des Services au Public de Signy l'Abbaye (Ardennes) est hébergée par la Médiathèque Centre Social Yves Coppens. L'agent MSAP vous reçoit dans un bureau de discrétion. Un poste informatique réservé à la recherche d'emploi est laissé à votre disposition.;Oui;Lundi : 13h30 - 18h Mardi : 9h - 12h / 13h30 - 18h30 Mercredi : 9h - 12h / 13h30 - 18h00 Jeudi : 9h - 12h / 13h30 - 18h30 Vendredi : 9h - 12h / 13h30 - 18h Samedi : 10h - 12h (Fermeture les samedis en juillet et août)  ;Non;27 RUE DE THIN;Mediathèque Centre Social Yves Coppens;08460;Signy-l'Abbaye;msap.signylabbaye@orange.fr;Site internet;03.24.56.93.02;Oui;;Non;Handicap mental, Handicap moteur, Handicap visuel;;;;24/02/2016;17/04/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;CIDFF;Non;Accès Internet|Espace de confidentialité|Fax|Imprimante|Photocopieuse|Scanner|Téléphone|Wifi;;Bibliothèque|Centre social|Espace Public Numérique|Médiathèque;Médiathèque et Centre Social;09/05/2007;;Médiathèque Centre Social Yves Coppens;;;;
Signy-le-Petit ( Bureau de Poste);Le bureau de poste réunit les services sous un même toit avec une Maison de services au public et devient un véritable lieu d’accueil, d’information, et d’orientation. Le bureau dispose d’un îlot de services au public avec un accès à des services numériques. Les habitants peuvent être accompagnés dans leurs démarches de la vie quotidienne, en lien avec les opérateurs de services publics « essentiels ».;Oui; DU LUNDI AU VENDREDI   DE 9H A 11H30 ET DE 13H30 A 15H30  LE SAMEDI DE 9H A 11H30;Non;23 Place de l'Eglise;;08380;Signy-le-Petit;msap.signy-le-petit@laposte.fr;;;Oui;;Non;Handicap auditif, Handicap moteur, Handicap visuel;;;;04/10/2016;24/01/2018;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;;Non;Accès Internet|Espace de confidentialité|Imprimante|Photocopieuse|Scanner|Visio conférence|Wifi;;Bureau de Poste;;01/10/2016;01/10/2016;La Poste;;;;
